ProductFamily,Product,Demand_2022_1,Demand_2022_2,Demand_2022_3,Demand_2022_4,Demand_2022_5,Demand_2022_6,Demand_2022_7,Demand_2022_8,Demand_2022_9,Demand_2022_10,Demand_2022_11,Demand_2022_12,Demand_2023_1,Demand_2023_2,Demand_2023_3,Demand_2023_4,Demand_2023_5,Demand_2023_6,Demand_2023_7,Demand_2023_8,Demand_2023_9,Demand_2023_10,Demand_2023_11,Demand_2023_12,
DIS,DIS01798,89,58,98,14,15,35,32,39,31,34,43,60,61,67,59,41,72,68,63,23,96,33,29,14,
DIS,DIS01799,38,54,15,9,96,66,3,89,81,66,75,53,55,81,6,38,0,39,94,50,94,61,13,90,
DIS,DIS01800,42,55,13,74,12,13,88,87,100,78,71,77,86,42,1,2,5,53,21,4,0,37,58,86,
DIS,DIS01801,95,80,72,74,56,42,10,90,13,83,57,79,6,84,71,39,76,62,10,23,6,93,37,80,
DIS,DIS01802,10,75,18,63,72,7,81,47,45,64,13,31,60,78,10,84,26,12,33,58,86,29,54,18,
DIS,DIS01803,53,99,70,80,99,47,0,42,100,99,30,37,44,31,85,0,76,63,0,29,20,19,84,30,
DIS,DIS01804,29,28,47,68,60,12,25,41,97,0,97,36,69,25,100,37,9,82,5,69,43,38,68,35,
DIS,DIS01805,88,83,0,53,78,19,46,36,35,28,78,87,59,45,2,69,47,30,85,12,74,77,33,31,
DIS,DIS01806,44,36,64,39,79,49,46,44,94,77,57,79,43,80,44,62,67,32,36,31,68,28,89,2,
DIS,DIS01807,0,56,92,34,36,38,55,67,85,8,19,74,44,73,3,36,51,71,89,18,54,34,16,97,
DIS,DIS01808,9,70,64,6,42,80,100,32,11,72,82,11,89,45,7,38,89,28,13,79,48,55,95,14,
DIS,DIS01809,71,79,86,79,2,31,52,21,24,39,94,78,2,63,78,42,96,84,43,76,17,22,17,24,
DIS,DIS01810,7,80,12,54,66,69,36,93,29,32,100,27,86,37,45,61,63,1,37,34,0,93,59,32,
DIS,DIS01811,84,42,74,55,13,57,85,6,67,74,33,84,42,56,36,100,50,98,86,45,100,65,17,8,
DIS,DIS01812,20,84,54,28,5,27,15,2,39,90,99,97,36,69,100,71,49,33,20,11,54,59,8,47,
DIS,DIS01813,61,47,85,39,6,20,14,51,13,90,93,7,63,35,45,8,53,26,66,25,97,94,79,40,
DIS,DIS01814,66,49,11,74,80,76,22,18,79,55,92,19,45,61,41,34,98,99,45,13,24,73,91,81,
DIS,DIS01815,2,68,25,34,39,20,77,24,100,81,88,90,7,73,72,45,59,11,15,48,79,39,71,60,
DIS,DIS01816,48,65,92,63,70,99,28,14,13,41,33,2,80,74,27,82,32,16,8,100,63,65,47,25,
DIS,DIS01817,30,39,79,25,63,60,40,58,14,78,56,72,32,74,99,66,37,7,97,88,96,49,3,76,
DIS,DIS01818,67,73,44,37,37,96,87,80,80,58,79,13,80,63,28,70,5,84,43,31,0,20,68,19,
DIS,DIS01819,44,11,27,46,36,60,59,96,86,84,89,61,100,20,83,22,16,28,56,76,10,97,15,92,
DIS,DIS01820,34,37,12,31,69,55,2,76,32,89,49,41,58,57,67,2,67,27,9,83,73,72,55,41,
DIS,DIS01821,32,8,64,51,37,54,48,0,0,22,70,81,60,43,55,61,45,49,54,60,46,32,79,68,
DIS,DIS01822,59,30,90,12,12,53,85,16,6,11,52,88,20,69,75,87,32,5,36,13,79,68,1,36,
DIS,DIS01823,53,23,81,53,54,20,36,69,36,23,0,33,9,44,58,38,59,88,1,53,12,99,79,76,
DIS,DIS01824,57,56,26,13,59,1,9,3,76,80,23,88,69,21,81,4,36,36,56,75,45,56,24,74,
DIS,DIS01825,82,60,100,8,21,71,43,47,5,45,98,38,12,1,35,60,23,97,83,19,68,91,20,100,
DIS,DIS01826,19,32,52,50,59,23,57,32,74,66,22,97,92,33,60,24,89,22,23,31,35,91,18,92,
DIS,DIS01827,24,33,50,73,75,90,77,95,17,90,49,39,22,9,97,100,38,21,21,17,62,13,60,3,
DIS,DIS01828,73,79,72,27,14,3,89,46,100,40,96,57,35,7,63,22,2,67,30,57,97,53,5,21,
DIS,DIS01829,8,97,76,87,90,47,24,81,95,91,39,47,89,65,91,99,11,43,37,57,1,92,1,67,
DIS,DIS01830,57,51,58,80,98,5,12,96,13,36,92,44,78,49,18,36,77,51,43,94,46,70,36,74,
DIS,DIS01831,78,1,6,75,52,79,9,59,5,78,7,37,90,7,66,59,81,50,79,45,68,15,15,3,
DIS,DIS01832,94,81,41,4,68,38,99,36,83,45,92,31,90,50,42,92,72,75,46,30,23,83,70,2,
DIS,DIS01833,62,20,5,48,3,83,62,5,2,61,92,7,30,92,2,70,88,42,26,24,58,41,78,23,
DIS,DIS01834,13,48,9,55,4,87,76,78,13,6,35,74,11,63,46,60,46,100,23,12,94,87,44,14,
DIS,DIS01835,87,66,84,54,34,50,25,22,70,66,77,69,82,81,4,42,61,27,21,1,51,66,10,70,
DIS,DIS01836,59,44,21,84,22,73,98,18,98,11,20,24,1,8,60,48,0,25,87,16,56,13,0,80,
DIS,DIS01837,78,94,6,44,88,23,84,95,25,80,37,92,19,58,24,83,11,41,35,52,61,84,24,3,
DIS,DIS01838,31,69,22,83,95,76,18,1,52,66,31,51,56,10,44,16,7,45,75,39,48,97,51,48,
DIS,DIS01839,41,57,73,77,82,48,32,75,79,51,47,48,69,58,61,56,13,72,46,11,51,22,42,70,
DIS,DIS01840,81,18,37,27,99,64,13,47,71,98,31,3,27,72,64,21,4,66,94,90,70,89,30,51,
DIS,DIS01841,5,11,32,92,86,50,53,88,53,18,80,17,94,0,71,92,30,2,70,77,62,53,86,91,
DIS,DIS01842,93,57,48,100,62,90,37,55,31,5,20,33,85,13,53,37,90,57,46,55,72,3,100,23,
DIS,DIS01843,48,14,76,38,58,55,15,94,94,72,15,49,46,50,0,96,79,97,53,94,69,19,39,94,
DIS,DIS01844,45,31,61,79,62,94,36,4,21,27,66,79,0,36,75,66,12,1,9,76,0,86,46,60,
DIS,DIS01845,94,72,0,100,57,39,79,96,52,0,23,58,78,62,83,70,96,15,21,80,28,46,20,2,
DIS,DIS01846,43,16,47,98,12,56,53,70,35,69,90,21,46,20,67,91,83,38,10,17,92,35,88,16,
DIS,DIS01847,5,53,45,15,27,31,95,32,96,89,39,62,11,66,29,100,0,70,95,1,11,62,31,57,
DIS,DIS01848,91,49,26,53,11,57,65,1,91,73,11,15,7,65,10,15,98,95,29,97,69,32,93,87,
DIS,DIS01849,90,39,15,32,4,14,46,20,8,99,18,49,85,97,49,78,4,16,68,67,4,74,80,58,
DIS,DIS01850,99,72,50,19,80,68,61,6,68,50,43,56,33,37,17,52,60,40,25,8,11,6,38,86,
DIS,DIS01851,45,94,57,98,30,8,33,52,78,71,57,0,27,38,13,55,61,41,36,48,17,89,24,65,
DIS,DIS01852,34,76,44,49,10,14,10,79,54,67,9,68,97,47,47,100,67,35,16,52,61,34,96,79,
DIS,DIS01853,48,12,50,50,60,28,43,22,82,81,25,40,53,85,64,88,63,52,79,43,61,50,100,8,
DIS,DIS01854,23,84,48,26,70,95,76,15,59,35,71,66,32,14,34,73,47,83,92,60,93,64,53,31,
DIS,DIS01855,11,5,22,77,8,87,87,59,46,81,63,1,21,11,31,61,19,38,51,68,70,34,4,31,
DIS,DIS01856,12,93,4,16,0,63,20,96,31,83,16,61,40,62,88,37,58,34,99,37,11,34,42,77,
DIS,DIS01857,86,11,48,78,54,82,9,55,82,31,76,36,93,41,55,56,94,92,87,96,66,44,80,66,
DIS,DIS01858,62,34,34,96,43,47,85,22,26,4,38,91,86,31,15,55,56,51,93,3,1,31,31,6,
DIS,DIS01859,40,58,15,58,69,36,71,71,91,17,9,36,82,32,82,9,36,41,92,16,57,90,26,82,
DIS,DIS01860,17,70,8,62,18,9,60,84,5,30,19,13,1,58,98,48,57,35,31,25,36,7,3,60,
DIS,DIS01861,96,26,100,89,79,79,70,59,85,63,32,59,86,21,81,25,30,49,96,73,19,25,16,44,
DIS,DIS01862,49,44,14,63,9,1,6,8,59,47,95,47,90,12,24,63,47,14,29,59,69,18,73,36,
DIS,DIS01863,74,89,15,40,8,45,9,4,55,88,90,54,40,20,50,97,21,47,79,94,98,15,64,13,
DIS,DIS01864,53,11,19,63,1,1,68,38,56,75,89,51,33,78,17,35,58,33,8,31,48,79,61,1,
DIS,DIS01865,1,44,34,92,75,52,76,94,35,88,0,97,72,17,80,70,75,55,82,66,0,33,6,5,
DIS,DIS01866,0,53,71,97,7,76,68,21,84,36,62,80,44,4,57,17,84,96,1,18,93,65,17,45,
DIS,DIS01867,53,90,77,91,21,60,88,38,58,35,17,18,21,75,28,32,14,30,15,81,46,26,28,13,
DIS,DIS01868,59,73,89,42,66,94,86,59,58,57,75,12,81,59,9,11,20,77,91,55,11,29,16,27,
DIS,DIS01869,90,32,40,28,92,92,52,40,91,58,69,92,76,13,17,57,30,39,62,86,63,99,52,59,
DIS,DIS01870,79,11,50,57,9,60,25,94,71,1,19,11,20,92,20,51,40,15,17,56,88,13,30,30,
DIS,DIS01871,85,98,32,0,27,52,74,90,48,59,89,40,30,83,82,38,50,95,27,22,98,82,22,59,
DIS,DIS01872,50,71,38,98,23,88,75,43,86,89,67,50,23,52,14,62,39,46,35,34,17,91,24,38,
DIS,DIS01873,15,27,94,65,55,88,37,30,25,19,16,79,32,24,96,35,94,22,89,6,88,0,99,50,
DIS,DIS01874,60,56,76,31,90,4,65,13,18,76,98,52,96,58,23,66,19,96,31,38,4,96,89,51,
DIS,DIS01875,71,64,75,50,29,78,83,72,79,94,79,48,18,45,70,65,26,27,74,83,94,83,39,83,
DIS,DIS01876,24,21,58,2,32,55,15,55,58,99,53,68,99,7,44,88,34,39,60,44,30,100,43,74,
DIS,DIS01877,46,21,86,13,95,45,48,14,51,24,99,90,30,10,57,96,15,57,2,63,79,75,63,27,
DIS,DIS01878,16,12,2,34,72,16,78,78,43,9,19,49,2,72,2,97,75,71,18,86,25,6,10,51,
DIS,DIS01879,36,3,12,70,33,58,80,34,41,72,15,89,77,75,10,67,81,57,63,13,63,36,40,73,
DIS,DIS01880,0,78,99,85,78,35,79,93,56,64,98,84,25,49,44,51,37,58,23,1,51,79,56,9,
DIS,DIS01881,15,67,20,84,87,67,47,52,86,37,87,69,30,26,36,0,3,7,53,87,1,57,8,69,
DIS,DIS01882,1,43,6,19,13,90,1,30,36,65,27,34,77,25,67,81,92,22,65,37,20,43,93,76,
DIS,DIS01883,47,40,18,88,94,56,91,5,37,70,73,75,81,35,50,59,33,66,83,27,53,68,11,67,
DIS,DIS01884,14,47,84,23,83,1,49,60,82,50,16,78,68,40,86,97,16,18,27,58,60,52,56,98,
DIS,DIS01885,79,53,78,70,77,5,93,15,52,19,92,51,99,68,13,27,7,36,85,99,63,43,75,46,
DIS,DIS01886,44,65,34,85,97,38,100,13,13,38,57,44,92,45,49,56,37,59,32,61,14,36,18,39,
DIS,DIS01887,2,22,4,46,75,36,13,0,16,30,70,12,58,34,9,93,78,29,40,78,85,51,77,45,
DIS,DIS01888,48,46,32,68,76,94,90,81,73,59,70,51,8,40,67,33,67,27,57,73,17,49,21,69,
DIS,DIS01889,27,59,46,45,22,8,59,68,21,34,67,65,38,48,46,86,45,8,81,1,9,9,31,79,
DIS,DIS01890,59,67,66,89,84,24,20,95,20,37,57,54,21,9,2,72,29,5,45,78,52,93,76,33,
DIS,DIS01891,22,17,21,80,65,0,63,40,73,19,7,0,31,59,89,79,0,46,85,10,29,2,14,30,
DIS,DIS01892,36,71,21,7,63,5,58,51,20,8,26,19,54,5,37,12,50,65,59,96,68,32,6,25,
DIS,DIS01893,68,94,34,27,93,53,89,85,35,59,78,28,67,66,18,1,26,37,74,66,68,70,100,47,
DIS,DIS01894,30,29,44,11,33,54,19,3,32,6,73,69,92,94,56,52,91,77,69,78,85,16,51,83,
DIS,DIS01895,82,42,35,83,33,12,76,88,54,66,54,23,41,22,76,82,34,40,74,66,16,89,33,39,
DIS,DIS01896,100,41,18,57,90,23,66,34,36,14,97,60,6,92,79,53,45,47,71,56,84,25,24,20,
DIS,DIS01897,65,89,68,19,39,7,41,2,62,27,64,45,64,81,15,32,4,97,75,64,16,74,14,1,
DIS,DIS01898,3,9,55,9,85,60,75,64,69,1,89,45,79,1,62,86,34,23,35,26,2,26,30,65,
DIS,DIS01899,52,16,20,59,34,66,35,19,53,43,62,83,42,93,4,86,28,10,36,84,69,30,32,43,
DIS,DIS01900,67,6,19,2,91,44,97,93,87,94,60,100,55,64,99,13,39,43,69,72,27,10,80,18,
DIS,DIS01901,23,51,15,42,69,96,51,91,18,32,40,19,22,0,44,3,48,24,83,12,48,5,98,93,
DIS,DIS01902,77,2,79,10,46,71,7,70,80,71,75,14,94,54,82,68,19,5,39,33,53,72,19,90,
DIS,DIS01903,23,88,24,82,26,61,51,96,9,65,94,0,60,57,58,43,72,66,34,70,94,30,54,85,
DIS,DIS01904,87,38,21,78,19,100,15,13,16,74,24,62,79,19,48,62,5,55,38,72,0,11,61,80,
DIS,DIS01905,46,27,74,32,27,63,67,52,72,43,16,38,82,17,37,31,91,95,3,10,51,5,7,5,
DIS,DIS01906,4,57,28,0,15,99,45,80,86,12,25,30,35,93,32,70,50,31,75,24,66,10,26,20,
DIS,DIS01907,26,93,27,67,62,16,15,84,64,29,45,51,10,19,57,75,69,97,2,36,84,84,87,5,
DIS,DIS01908,72,35,67,27,20,38,66,22,54,98,48,30,93,64,41,63,32,94,71,0,62,75,11,39,
DIS,DIS01909,87,62,14,60,99,86,98,79,36,97,94,32,35,59,85,74,50,91,95,27,42,83,77,40,
DIS,DIS01910,54,63,77,34,24,99,55,70,11,88,14,22,54,80,100,41,95,38,30,42,76,75,84,32,
DIS,DIS01911,87,55,17,11,34,35,36,45,76,4,79,72,63,0,96,75,12,99,37,94,40,21,58,78,
DIS,DIS01912,67,50,88,31,89,44,42,81,11,96,24,19,4,37,71,76,95,3,30,24,76,62,44,28,
DIS,DIS01913,44,100,76,60,32,33,66,62,28,43,11,53,92,16,41,40,33,91,60,81,29,64,96,93,
DIS,DIS01914,8,39,54,29,5,55,98,75,80,2,94,87,47,72,30,94,3,47,20,15,21,21,47,36,
DIS,DIS01915,3,2,5,96,78,34,45,8,57,39,81,31,65,11,49,5,15,37,31,65,26,15,72,11,
DIS,DIS01916,54,39,92,15,16,56,5,88,97,62,61,25,83,40,64,96,59,28,91,78,41,32,65,25,
DIS,DIS01917,37,43,3,12,79,41,95,48,15,43,30,85,67,53,75,87,4,5,9,46,56,82,54,36,
DIS,DIS01918,74,81,64,2,67,7,68,51,57,40,18,74,17,53,94,41,38,90,86,14,19,39,76,20,
DIS,DIS01919,86,22,41,91,72,54,96,83,99,27,16,19,21,6,57,76,20,88,64,90,53,13,60,95,
DIS,DIS01920,30,83,43,16,7,65,3,22,22,68,86,53,31,0,65,63,13,23,46,100,28,20,71,72,
DIS,DIS01921,57,8,43,19,97,9,48,39,64,26,90,8,32,5,86,29,12,38,76,21,42,69,33,46,
DIS,DIS01922,49,29,47,30,72,65,60,37,72,8,30,88,25,10,38,36,98,54,96,82,62,2,59,20,
DIS,DIS01923,67,79,31,17,62,95,93,84,56,22,34,88,96,75,94,34,32,78,2,77,11,59,31,46,
DIS,DIS01924,6,84,69,75,2,9,80,4,48,65,60,20,65,27,19,93,57,96,90,90,59,29,61,44,
DIS,DIS01925,45,83,18,41,29,67,73,58,51,88,82,14,2,96,86,88,15,68,96,58,24,41,93,30,
DIS,DIS01926,4,47,83,43,71,79,13,60,87,90,55,69,56,64,55,44,54,91,7,90,94,56,55,78,
DIS,DIS01927,76,95,67,73,27,72,91,24,60,77,82,64,7,52,82,76,69,51,26,39,59,95,34,64,
DIS,DIS01928,77,40,20,67,68,63,88,81,60,78,65,24,8,42,44,38,50,52,16,35,26,79,39,22,
DIS,DIS01929,70,74,40,6,16,28,100,96,78,74,81,80,26,19,5,90,21,55,94,47,30,11,45,4,
DIS,DIS01930,97,63,13,59,45,75,71,81,11,11,83,74,58,21,77,83,19,30,70,61,93,69,30,11,
DIS,DIS01931,83,43,61,83,63,39,70,25,7,28,10,100,60,91,70,20,37,53,12,2,99,28,91,74,
DIS,DIS01932,31,24,40,33,31,0,85,1,53,85,62,91,10,8,28,3,21,45,0,7,46,89,11,60,
DIS,DIS01933,56,98,25,20,53,90,86,11,30,54,34,54,99,65,67,79,8,94,4,75,100,7,92,95,
DIS,DIS01934,83,34,67,61,47,38,29,38,51,20,80,73,37,98,58,83,38,52,2,62,41,82,74,20,
DIS,DIS01935,20,2,36,90,53,85,0,48,53,8,78,54,11,77,87,79,16,89,90,9,8,92,99,24,
DIS,DIS01936,23,88,66,97,88,15,83,70,61,16,1,86,14,9,80,77,94,9,93,59,85,84,51,2,
DIS,DIS01937,26,61,81,65,56,17,72,100,71,71,33,45,35,58,80,1,75,75,12,42,18,87,14,27,
DIS,DIS01938,91,46,6,4,26,49,51,98,78,69,5,23,60,65,42,95,41,5,2,71,79,65,51,46,
DIS,DIS01939,9,54,3,1,36,73,67,20,29,16,99,89,60,34,4,43,95,92,37,81,38,80,41,4,
DIS,DIS01940,14,29,41,14,35,29,12,73,36,51,88,6,10,79,76,19,23,21,5,4,24,98,30,53,
DIS,DIS01941,90,13,9,6,59,66,32,5,26,89,63,90,65,72,31,65,52,25,33,56,18,82,61,69,
DIS,DIS01942,13,75,42,49,14,8,11,65,15,5,83,68,73,6,77,93,22,55,39,19,65,53,40,98,
DIS,DIS01943,98,50,15,45,91,98,56,87,46,52,82,69,89,74,55,78,52,5,5,83,94,33,57,61,
DIS,DIS01944,62,94,35,80,0,69,58,78,35,47,34,93,35,62,73,95,16,4,10,53,62,75,79,42,
DIS,DIS01945,69,10,52,37,39,29,61,42,72,42,94,98,57,43,79,91,41,58,8,90,47,58,8,10,
DIS,DIS01946,67,2,46,88,20,72,31,10,77,72,44,37,45,60,63,74,0,25,1,37,16,46,17,4,
DIS,DIS01947,34,99,39,52,66,64,72,57,55,24,74,42,57,89,60,74,79,97,61,19,19,53,47,4,
DIS,DIS01948,97,99,67,31,3,54,52,42,23,79,0,36,78,9,50,68,47,47,21,99,93,59,15,0,
DIS,DIS01949,93,47,93,15,3,69,54,73,52,30,3,100,93,41,95,72,87,71,44,91,80,36,56,58,
DIS,DIS01950,34,63,31,49,21,33,31,53,17,55,97,98,81,5,39,4,29,8,44,17,17,30,31,25,
DIS,DIS01951,75,82,29,38,55,23,87,7,45,4,61,15,83,33,63,9,89,29,13,17,3,36,38,11,
DIS,DIS01952,50,90,64,4,21,57,0,11,56,56,36,29,51,81,13,90,82,90,1,71,52,59,5,3,
DIS,DIS01953,15,89,37,23,11,89,2,47,37,98,75,98,15,46,87,79,67,32,70,71,7,84,57,22,
DIS,DIS01954,68,65,25,32,3,66,96,4,81,28,76,87,46,66,0,17,94,18,5,46,90,11,5,90,
DIS,DIS01955,57,32,85,50,80,31,47,49,7,83,1,4,22,32,91,95,22,75,1,82,69,28,18,49,
DIS,DIS01956,64,34,51,21,0,43,9,78,65,59,62,28,68,27,47,96,59,33,55,9,99,11,44,74,
DIS,DIS01957,95,19,7,90,12,54,29,86,68,11,23,53,1,89,18,21,43,30,74,3,0,19,80,81,
DIS,DIS01958,33,60,59,33,11,21,91,19,14,14,58,6,41,96,7,1,59,80,81,27,54,92,47,41,
DIS,DIS01959,48,48,63,8,41,56,47,72,12,100,13,61,38,18,30,19,43,44,63,0,34,78,49,59,
DIS,DIS01960,40,23,76,77,59,61,82,95,33,38,17,44,95,17,37,12,92,95,67,32,67,47,8,29,
DIS,DIS01961,47,42,40,67,50,95,62,6,80,10,97,49,67,86,55,33,69,0,87,84,79,28,3,90,
DIS,DIS01962,84,10,36,6,49,49,28,37,81,28,80,21,100,84,9,5,71,24,60,91,57,47,33,34,
DIS,DIS01963,14,50,76,65,0,47,95,76,75,51,49,52,52,6,91,73,39,37,49,9,82,55,42,24,
DIS,DIS01964,39,60,32,4,86,46,41,32,84,80,12,7,76,38,85,3,95,28,16,13,45,49,4,39,
DIS,DIS01965,4,61,17,89,84,94,95,22,95,94,31,22,16,52,14,34,34,78,26,91,8,55,75,18,
DIS,DIS01966,92,61,4,58,17,33,74,33,82,40,48,52,12,92,63,0,31,92,93,81,70,62,76,40,
DIS,DIS01967,87,3,19,36,39,6,84,92,80,100,11,63,18,10,71,81,87,72,74,8,56,24,60,4,
DIS,DIS01968,13,87,93,60,50,76,90,95,63,5,51,49,50,82,43,64,48,37,22,43,16,29,75,83,
DIS,DIS01969,74,43,1,39,95,76,19,51,49,44,64,31,0,45,41,85,88,3,13,17,50,70,22,12,
DIS,DIS01970,64,82,64,46,38,16,43,67,59,52,27,89,83,7,46,3,3,47,0,57,77,55,89,24,
DIS,DIS01971,88,26,53,55,17,48,14,98,90,59,63,27,31,85,83,71,10,4,56,75,81,26,73,93,
DIS,DIS01972,82,78,90,58,50,43,2,26,15,17,83,96,89,93,21,17,30,75,27,54,76,54,48,91,
DIS,DIS01973,94,54,28,66,3,14,23,40,98,76,16,70,84,51,78,10,45,54,26,43,64,18,54,58,
DIS,DIS01974,68,37,97,74,5,46,60,14,39,20,93,62,55,38,14,92,53,16,11,33,42,4,58,69,
DIS,DIS01975,73,3,46,91,49,4,90,77,57,50,88,0,27,76,15,69,22,89,80,65,67,75,77,92,
DIS,DIS01976,49,8,16,25,34,40,24,25,35,93,74,75,48,37,43,16,86,19,80,9,70,73,97,65,
DIS,DIS01977,4,18,45,10,32,92,42,14,70,16,94,5,64,87,2,90,5,7,54,4,38,91,12,92,
DIS,DIS01978,18,75,92,38,65,26,26,67,9,19,35,63,52,95,72,48,29,39,57,96,13,32,44,65,
DIS,DIS01979,91,25,14,13,35,42,21,40,27,74,69,23,42,47,24,78,70,50,11,80,92,42,71,65,
DIS,DIS01980,90,68,24,97,28,93,64,64,25,65,22,89,77,55,66,11,68,37,89,49,43,18,44,37,
DIS,DIS01981,69,5,85,57,43,92,100,62,10,71,37,29,9,66,43,42,74,80,16,87,82,39,44,48,
DIS,DIS01982,83,28,84,19,25,43,24,49,47,16,33,95,99,1,40,7,11,91,30,26,4,50,83,46,
DIS,DIS01983,77,33,44,49,87,20,67,60,100,16,55,43,76,6,71,10,86,93,89,44,60,76,35,60,
DIS,DIS01984,45,67,25,3,54,21,1,70,67,94,33,79,9,47,8,90,98,14,9,86,9,66,22,44,
DIS,DIS01985,4,14,99,26,29,40,76,96,7,34,64,10,85,54,14,49,61,8,40,94,38,83,34,59,
DIS,DIS01986,67,79,45,27,41,43,1,86,35,65,61,62,72,29,95,68,95,75,92,0,58,53,46,8,
DIS,DIS01987,55,16,26,26,64,78,39,34,36,64,91,7,96,16,89,25,53,98,87,44,58,91,10,8,
DIS,DIS01988,75,62,5,98,66,51,92,12,70,72,29,45,74,4,31,7,47,36,24,64,71,65,27,52,
DIS,DIS01989,92,10,62,43,39,67,87,94,81,27,74,13,80,13,48,97,100,30,6,71,56,91,30,43,
DIS,DIS01990,82,49,44,38,18,28,76,19,42,72,88,4,40,47,28,47,80,54,80,63,93,63,30,49,
DIS,DIS01991,7,75,28,19,17,71,46,74,1,61,14,65,2,77,17,92,48,95,61,43,27,30,40,62,
DIS,DIS01992,84,89,19,87,32,89,25,50,85,25,69,76,67,40,58,52,82,48,84,16,65,40,87,86,
DIS,DIS01993,74,27,50,28,91,84,34,68,72,87,39,35,7,29,72,58,72,36,50,76,22,92,15,23,
DIS,DIS01994,47,87,49,70,42,46,54,71,70,44,58,94,38,45,57,61,63,25,66,48,86,10,79,22,
DIS,DIS01995,100,71,53,21,5,63,29,84,67,7,38,9,90,55,37,33,33,39,20,81,60,89,38,59,
DIS,DIS01996,36,63,11,85,46,57,99,35,45,65,8,99,17,0,54,81,1,53,50,10,24,34,31,5,
DIS,DIS01997,43,14,79,22,36,15,30,7,16,73,5,8,93,87,75,15,93,25,41,36,17,16,95,70,
DIS,DIS01998,71,72,94,57,18,58,71,39,10,34,50,58,76,47,30,18,97,9,57,67,41,12,19,52,
DIS,DIS01999,16,51,81,18,20,13,24,24,3,20,48,40,24,18,35,3,35,30,37,49,88,35,51,75,
DIS,DIS02000,0,42,88,35,52,20,31,8,93,46,45,22,21,4,48,10,7,97,1,86,36,36,54,15,
DIS,DIS02001,93,61,99,18,43,90,75,11,64,30,57,72,80,40,87,19,66,87,55,64,20,23,83,17,
DIS,DIS02002,83,63,77,55,23,3,49,50,96,52,43,38,31,14,89,100,46,4,88,25,13,8,0,47,
DIS,DIS02003,74,57,7,21,87,69,77,31,4,46,32,32,58,40,58,54,36,93,95,73,66,13,27,58,
DIS,DIS02004,95,49,44,33,65,38,81,63,66,90,63,26,28,48,86,30,10,50,7,92,50,75,9,43,
DIS,DIS02005,45,72,40,2,6,91,64,66,93,54,68,35,19,47,76,55,6,20,21,47,16,79,17,72,
DIS,DIS02006,3,33,4,69,45,55,66,19,45,85,71,71,17,3,88,94,87,19,46,69,12,9,75,94,
DIS,DIS02007,87,50,99,54,17,93,11,65,69,41,87,91,64,28,43,24,68,47,6,62,67,80,1,24,
DIS,DIS02008,90,44,1,67,81,78,63,100,7,92,40,57,80,44,34,61,76,40,18,12,99,73,94,19,
DIS,DIS02009,82,16,55,57,97,44,15,89,83,9,86,78,17,67,12,92,67,85,67,47,75,50,7,26,
DIS,DIS02010,91,1,74,58,89,1,98,2,85,67,80,64,95,29,35,96,40,7,5,64,27,37,85,33,
DIS,DIS02011,51,19,21,55,58,70,83,26,16,80,74,23,70,89,73,13,99,79,35,57,24,44,15,6,
DIS,DIS02012,15,78,48,22,75,79,15,58,66,10,0,31,100,31,35,53,8,26,63,77,25,27,80,14,
DIS,DIS02013,87,0,90,14,68,97,12,42,86,98,73,73,2,93,44,57,76,44,57,92,98,76,23,83,
DIS,DIS02014,53,54,90,16,53,32,25,18,18,8,39,70,42,81,89,11,33,23,18,16,87,29,66,43,
DIS,DIS02015,4,85,29,48,73,2,64,75,40,69,50,68,17,45,79,17,55,0,49,46,91,83,22,100,
DIS,DIS02016,97,56,72,23,25,20,43,61,32,2,4,35,16,40,19,18,17,0,56,97,92,31,5,38,
DIS,DIS02017,13,30,81,11,88,6,14,32,97,65,57,32,29,52,91,29,85,14,81,89,6,54,78,85,
DIS,DIS02018,68,74,94,55,46,31,3,40,32,17,39,59,49,73,36,80,67,66,98,21,8,45,62,13,
DIS,DIS02019,9,47,15,90,76,10,54,53,10,42,30,1,45,12,80,98,49,75,74,86,74,12,20,5,
DIS,DIS02020,36,69,15,7,85,25,46,27,13,5,53,52,38,83,16,18,12,44,9,63,53,77,45,94,
DIS,DIS02021,45,26,89,16,15,95,5,59,67,90,40,65,17,23,43,21,36,17,33,28,42,19,21,38,
DIS,DIS02022,42,90,3,54,100,12,74,42,69,11,8,37,12,80,40,59,53,64,65,31,43,74,28,72,
DIS,DIS02023,90,28,21,87,51,12,85,3,40,32,2,82,36,71,4,11,23,30,48,7,9,97,97,34,
DIS,DIS02024,48,77,78,12,44,85,41,22,99,68,33,41,67,11,7,55,17,67,4,47,7,91,82,81,
DIS,DIS02025,0,21,74,21,71,79,82,21,59,92,61,16,38,7,1,42,0,11,90,56,77,32,57,49,
DIS,DIS02026,50,24,66,70,97,81,61,62,57,51,92,71,8,69,12,5,90,97,87,35,49,20,8,47,
DIS,DIS02027,45,60,94,33,83,32,51,95,30,6,69,52,96,88,15,81,41,29,26,71,13,31,63,27,
DIS,DIS02028,40,3,100,50,65,2,71,68,90,11,2,28,99,72,1,41,96,32,58,66,32,23,87,8,
DIS,DIS02029,67,11,82,74,15,98,27,81,68,10,23,4,88,2,44,91,98,69,66,17,76,13,72,65,
DIS,DIS02030,2,43,58,41,25,59,42,57,27,49,7,71,3,96,4,90,16,43,21,54,74,4,33,53,
